id,Name,Age,CountryCode,Salary
766,Dana Harris,21,364,4311631
767,Benjamin Adams,84,463,4586440
768,Barbara Lanham,83,49,7215176
769,Ruby Ramsey,39,469,9181806
770,Thomas Ferenz,34,224,1588654
771,Jose Foret,58,500,339608
772,Richard Smith,62,28,71186
773,Jeffrey Neel,46,103,3014924
774,Tessie Ponder,35,279,3889142
775,Michael Marchand,39,167,8803986
776,Alisa Guzman,90,456,6576071
777,Ida Carr,34,100,3479405
778,Theresa Tyler,94,236,4329289
779,Evelyn Reeves,32,272,3662492
780,Karen Fritsch,45,238,6501797
781,Richard Williams,32,12,9196870
782,Daniel Hayes,85,59,4241135
783,Ina Kreiter,28,73,5231917
784,Kim Berardino,58,364,9200444
785,Ronald Gordon,70,272,1401870
786,Paul Robertson,44,29,1166864
787,Patricia Wolchesky,53,315,4879804
788,Glenn Bernal,52,309,7745314
789,Anna Campbell,60,494,9021596
790,Jeanine Close,30,373,1341616
791,Beverly Guillory,100,325,4411864
792,Dorothy Lambert,75,489,4300778
793,Helene Neifert,99,407,9283937
794,Laura Cardona,88,10,4649917
795,William Cornwell,74,133,8095726
796,Edward Agro,65,43,9590513
797,Kenneth Brown,83,170,7601311
798,Shawn Porter,73,174,1635535
799,Mark Grammer,40,147,9682875
800,Chad Heard,46,464,4133891
801,Mary Huddleston,75,161,3807180
802,John Hampton,24,2,3577493
803,Dana Capo,84,299,4359345
804,Bradley Baker,35,25,774914
805,David Pitts,62,167,7410251
806,Daniel Watkins,28,355,9020207
807,Sara Dennis,53,334,4286222
808,Martin Baze,95,295,2185677
809,Sam Michael,49,47,4576226
810,Ryan Beachum,89,177,71819
811,William Osborn,28,20,4030075
812,Lisa Ford,34,285,1271653
813,John Labriola,43,37,1142400
814,Chrystal Snow,66,97,2503340
815,Isaac Galbraith,77,311,8511671
816,Bonnie Koepp,86,351,1226804
817,Ouida Cardenas,51,318,3630846
818,Peggy Phang,95,91,5176521
819,Justin Hayes,69,346,4204754
820,Diego Troyer,91,71,2357825
821,William Reynolds,67,281,2244829
822,Ronald Schroot,42,467,524538
823,Mike Batista,65,270,7186270
824,Jeremy Beasley,51,215,1444872
825,Cassandra Schilling,82,359,4463904
826,Robert Woods,94,185,2081451
827,John Woods,62,101,6449332
828,Frank Singletary,18,68,4101281
829,Linda Haines,29,376,5560107
830,Larry Saunders,38,375,6915227
831,Rochelle Osburn,84,84,4689660
832,Robert Bohne,53,35,5808322
833,Eric Lauterbach,61,14,7774543
834,Susan Whaley,47,319,7284457
835,Burton Popken,95,54,7334570
836,Freda Rogers,29,42,225668
837,James White,26,23,9459696
838,Charles Hagins,78,326,5600471
839,David Marks,43,476,8546913
840,Jason Reny,66,109,3771091
841,Jeanette Stegmann,36,291,7192069
842,Nathanial Petersen,78,177,4468996
843,Yvonne Roberts,25,276,5827318
844,Lora Bostwick,65,409,4892551
845,Paul Deer,80,79,7873444
846,Eric Nelson,92,72,1371342
847,Felix Duppstadt,59,469,1848529
848,Patricia White,64,70,8172772
849,Robert Peart,36,52,3829728
850,Tammie Hazley,28,29,326921
851,Joshua Kim,76,153,1615692
852,Chester Metzler,77,411,6593658
853,Robin Kenison,95,233,964656
854,John Barnes,52,24,2764420
855,Bertha Cross,32,372,73960
856,Aaron Roddy,54,134,6240025
857,Martha Sanchez,74,117,1194405
858,Keith White,29,408,7814419
859,Charles Atkinson,46,65,5397574
860,Mark Dean,57,39,6898157
861,Ella Metz,46,193,9488465
862,Daniel Rodriguez,42,380,1850302
863,Jill Zanchez,39,58,3609973
864,Mireya Barron,84,473,2728150
865,Doris Hebb,90,99,2359499
866,Roger Hargett,63,478,4073671
867,Justin Moser,49,272,2014065
868,Douglas Mitchell,65,412,208416
869,Francesca Tuthill,36,477,8790070
870,Glen Perez,83,296,7133511
871,Maria Cruse,47,350,3082569
872,Betty Seto,36,408,9272616
873,David Perez,19,208,9268410
874,Edward Evans,98,449,4588604
875,Irvin Levey,83,471,7326436
876,Regina Ruffin,38,495,5814896
877,Donald Pierce,52,134,4590740
878,Julie Oconnell,24,336,965856
879,Robert Stubbs,35,289,2242058
880,Michael Krumm,46,338,5382310
881,Kathy Bartlett,71,266,9357844
882,Michael Cottle,42,299,4464936
883,Kim Brown,77,346,3267473
884,Anthony Wood,93,330,7254975
885,Harold Blanchard,87,378,2944075
886,Robert Dyer,35,270,9109961
887,Linwood Whitaker,53,157,1914512
888,Beatrice Brien,31,407,2082871
889,Tracey Gordon,82,140,155488
890,Oscar Gallegos,84,432,8267076
891,Bonnie Toro,30,300,4225796
892,April White,37,304,7589185
893,Lois Kimbrel,19,386,8123054
894,Brandon Berry,84,202,4918944
895,Kenneth Mcdonald,28,395,9406337
896,Shirley Lillard,78,234,3327161
897,Michelle Page,47,151,8812357
898,Jenise Doran,38,325,2680400
899,Natalie Struck,95,489,2937707
900,Willie Wilson,25,16,5683401
901,Sandy Isaacson,18,32,4129464
902,Susana Morrison,60,95,2826680
903,Trudy Gonzales,97,378,8890151
904,Kristin Stieger,56,74,4393426
905,Ivy Rogers,38,2,7294356
906,Richard Patrick,86,3,3525312
907,Kimberly Bade,88,480,1584135
908,Dominga Dore,75,63,8973354
909,Carol Mcdaniel,84,33,3176959
910,Joyce White,91,392,9711684
911,Samuel Nickell,88,350,5403707
912,Betty Halley,89,401,4733669
913,Charles Lowery,22,446,4300706
914,George Elder,85,202,1572531
915,Nicholas Soule,49,354,20482
916,Robert Beach,94,211,5424467
917,Marshall Jasper,18,196,7532464
918,Francis Cuevas,27,307,2224704
919,Barbara Redner,85,405,873687
920,Helen Whitehead,21,266,3587866
921,Brian Jones,33,243,8090612
922,Timothy Henry,41,400,9993382
923,Marisol Brown,40,385,1621935
924,John Furman,73,270,4860473
925,Jennifer Case,48,358,8438234
926,Steve Martelli,83,147,6873974
927,Bobby Jacobson,99,130,3260758
928,Helen Chidester,99,228,6528432
929,Timothy Nance,89,475,6260896
930,Michael Mcdonald,52,490,4055425
931,Charlene Taylor,40,130,7946967
932,Anabel Ramsey,34,103,2272095
933,Barry Southard,36,29,8796557
934,Jason Gutierrez,60,256,2636720
935,Luis Smith,23,456,5021103
936,Dominic Washington,25,143,3798953
937,Willie Thompson,49,24,5487738
938,Larry Gilmour,66,274,6145880
939,Teresa Meltzer,71,179,8331188
940,Mary Binder,27,442,9941634
941,Kyle Castile,90,27,900616
942,Everett Thomas,25,481,6002992
943,Theresa Wangberg,43,77,4025409
944,Kelly Whaley,100,104,4420340
945,Hallie Heiden,53,105,581016
946,Leon Davis,45,400,9759810
947,Victoria White,41,171,9903079
948,John Daigle,53,83,8367455
949,Elva Sirles,49,256,4191953
950,Clyde Burton,29,338,6250749
951,Vivian Farry,26,386,8484015
952,Kelvin Rountree,31,291,6584508
953,Richard Murphy,62,341,5502357
954,Tawana Rankin,24,418,2421273
955,Helen Fairbairn,54,301,9793062
956,Kathryn Camfield,23,448,6472021
957,John Perez,57,282,3923149
958,Elizabeth Knoke,80,294,4454515
959,Valarie Rasmussen,88,130,156620
960,Katie Clattenburg,36,463,7000612
961,Jeremy Allen,61,440,9748564
962,Charles Pepper,35,441,6777611
963,Ione Mcmillan,41,225,1856085
964,Louis Reese,71,267,2524298
965,Helen Willis,78,55,4340335
966,Craig Early,20,173,1828467
967,Adam George,39,349,2837206
968,William Thompson,36,353,5874910
969,Lillie Richardson,62,143,4005640
970,Juan Owen,93,210,2814811
971,Wilfredo Suennen,46,315,7551166
972,George Zimmer,30,402,3909600
973,Evelyn Uhlman,53,203,7693800
974,Dennis Thorne,39,170,8502005
975,Kevin Losoya,30,209,5878897
976,Jacob Davis,32,323,539685
977,Melanie Williams,45,275,4549153
978,Mildred Hill,84,129,1201943
979,Dolores Amorosi,25,433,8251690
980,Eugene Woods,36,482,3713700
981,Harry Perez,43,500,5338046
982,Teodora Wilson,86,55,7623864
983,James Asberry,66,151,7616344
984,April Burke,95,386,3472998
985,Kathern Janney,68,201,7705341
986,Karen Bryant,34,202,8144720
987,Mary Trujillo,23,197,6325052
988,Howard Althoff,37,56,7897932
989,Howard Giroux,54,156,8575206
990,Jean Racette,25,488,3238857
991,Johnnie Tam,41,196,2320568
992,Donald Elias,48,81,9725882
993,Roland Johndrow,62,44,1351988
994,Bertha Rathburn,87,472,1355560
995,Patricia Martin,93,351,1809121
996,Herbert Galvez,54,91,3448388
997,Jose Richardson,43,181,1908743
998,David Blane,44,91,8178194
999,Pat Charles,99,245,5234649
1000,Eva Jones,37,1,9423602
1001,Gladys Lemmon,75,148,9600945
1002,Valerie Kaya,87,335,1978556
1003,Paul Holmes,24,165,1171622
1004,Betty Barrett,62,97,409006
1005,Cindy Chung,45,172,5083125
1006,Krystal Zarrella,90,443,7285875
1007,Adam Wilson,22,49,1303281
1008,Doris Meckes,97,24,6468892
1009,Eric Galimi,62,312,565812
1010,Clyde Cooper,61,467,4640066
1011,Mary Craig,48,28,6877064
1012,Gary Catlin,24,320,38270
1013,Thomas Cavalero,83,186,4344536
1014,Stacey Morgan,40,255,8080644
1015,Jennifer Garcia,51,405,4480403
1016,Clarence Christian,30,246,5329938
1017,David Johnson,95,411,9624226
1018,Laurie Romero,50,201,8077767
1019,Linda Slater,90,386,4353016
1020,Donald Pearson,46,10,7852905
1021,Eileen Thompson,25,55,8548462
1022,Kathryn Page,46,61,8808215
1023,Ruth Burnett,84,459,9942726
1024,Neville Howell,63,406,3659628
1025,Robert Walker,94,481,7398602
1026,Shirley Twiford,18,53,5510533
1027,Eva Butler,38,446,6998142
1028,Joshua Brown,93,346,7026978
1029,Frances Moore,25,172,8370522
1030,William Johnson,94,396,7841533
1031,Richard Youngdahl,97,338,5623800
1032,Marie Mcsweeney,69,196,1864775
1033,Reggie Zavala,98,150,3788929
1034,Christopher Clark,92,175,340472
1035,Chelsea Thacher,88,191,3298826
1036,Dorothy Williams,40,491,153674
1037,Chiquita Pinkard,41,11,3027592
1038,John Hannan,30,247,1080519
1039,Taylor Wasserman,46,421,5992944
1040,Louise Robinson,53,425,2698357
1041,Linda Trippi,69,485,6181999
1042,Carlos Nguyen,23,40,2010476
1043,Teddy Davis,30,59,4209803
1044,Warren Lepine,70,173,7125391
1045,Isiah Duffy,26,274,8662052
1046,Edward Didonato,78,136,435026
1047,Mary Blessing,24,491,2683597
1048,Ignacia Scott,90,228,1651712
1049,John Fisher,96,223,6009229
1050,Andrew Boyce,55,100,6193344
1051,Charles Weston,24,422,1575174
1052,Bernard Camarena,87,421,8848128
1053,Nicole Will,70,381,524908
1054,Dorothy Skolnick,55,334,2683250
1055,Marvin Reis,53,127,7793943
1056,Joseph Ehlers,64,30,5152402
1057,Lisa Johnston,77,248,3662031
1058,Joel Cheatham,19,162,6906860
1059,Tina Garrick,86,139,3260815
1060,Michael Dunn,82,213,8503910
1061,Porfirio Henshaw,62,338,4755471
1062,Brittany Wood,23,291,3763678
1063,Lee Mcnitt,88,257,182142
1064,Alexander Luker,48,399,4415003
1065,Laura Degrate,74,332,3160852
1066,Elizabeth Reyes,59,30,2821882
1067,Adam Rich,83,417,4109570
1068,Jacqueline Reine,68,216,886226
1069,James Rogers,70,445,632085
1070,Walter Harris,79,195,8731141
1071,George Cavanaugh,35,1,1321892
1072,Hector Moreno,36,398,8240295
1073,Martha House,61,14,9940265
1074,Stephen Campos,73,400,9612259
1075,Seymour Reynoso,39,133,4895923
1076,William Marshall,93,234,7309164
1077,Joyce Stevens,96,6,9194714
1078,Percy Mercado,43,102,3248
1079,Juan Wisnowski,98,206,2295005
1080,Crystal Franco,91,296,4557142
1081,Timothy Frey,84,477,8726322
1082,Lynn Golay,38,86,5394853
1083,Hazel Allen,41,263,4401525
1084,Morris Carrier,66,95,7351029
1085,Karen Franck,26,369,9504798
1086,Judy Zepeda,83,94,7933274
1087,Maxwell Spells,21,196,5639294
1088,Patrick Beckman,20,160,2560755
1089,Flora Torres,81,424,9582334
1090,Nicole Rogers,44,123,9772614
1091,Judith Gutierrez,18,373,5868913
1092,Irene Triplett,22,400,8844969
1093,Irma Cabading,19,36,8192038
1094,Angela Hernandez,55,83,9995160
1095,Ruby Burr,93,442,9484312
1096,James Hernandez,49,155,577746
1097,Ladonna Koffler,23,493,7824222
1098,Cordelia Reik,42,306,4848484
1099,Rene Swofford,32,157,7891066
1100,Vernice Garza,21,264,7302745
1101,Robert Moyer,89,101,496954
1102,Frank Cuchares,97,248,7030103
1103,Ana Russell,56,376,1419341
1104,Letha Ranson,59,412,8002404
1105,Stuart Ashbrook,29,54,1496509
1106,Robert Doherty,53,247,1678931
1107,Harold Kemper,73,435,494345
1108,Vicki Johnson,81,201,1702424
1109,Thelma Ortiz,46,279,4992907
1110,Alline Chavez,100,401,2440575
1111,Lourdes James,94,162,7479746
1112,Rory Glymph,26,453,229822
1113,Linda Webb,24,26,2422141
1114,Mai Mencia,65,105,350670
1115,Daryl Young,83,276,6611886
1116,Daniel Lamontagne,74,276,5551459
1117,Rita Fellin,57,98,4632894
1118,Felicia Watts,50,304,6333425
1119,Phil Dabbs,35,250,4181633
1120,Jena Bentley,32,385,229787
1121,Ola Simpkins,75,397,2989622
1122,Lorene Tomlinson,92,136,7886176
1123,Ana Ruiz,27,394,5591870
1124,Antony Chennault,61,451,8393112
1125,Eula West,51,306,7524488
1126,Emil Bean,69,21,7701825
1127,Pat Franklin,53,212,2484481
1128,John Harrell,80,29,9971813
1129,Vincent Oroark,24,228,296301
1130,Tim Lickliter,26,172,6502105
1131,Patricia Harper,18,249,242820
1132,Connie Johnson,39,22,1558987
1133,Derek Ingram,52,175,2936302
1134,Lynette Polston,60,330,1956425
1135,Donald Baker,77,49,3264365
1136,Jeffrey Christinsen,90,340,5772288
1137,Blaine Gonzalez,79,444,977111
1138,Sharon Warren,45,428,6467669
1139,Patricia Sanders,61,66,2821262
1140,Robin Odonnell,55,99,9008
1141,Annette Hererra,85,437,7694650
1142,Paul Wynn,57,455,2393738
1143,Steven Mcquade,22,391,2718741
1144,Sandra Wilkerson,100,182,4430465
1145,Louise Boulanger,81,484,1209826
1146,William Bash,74,54,2888363
1147,Blake Robinson,59,437,4337801
1148,Barbara Kase,29,338,4409038
1149,Penny Abarca,73,150,5604663
1150,Terry Tada,61,118,5600288
1151,Lanny Russo,50,305,1328483
1152,Eugene Heasley,91,426,9316603
1153,Philip Macleod,39,349,3252584
1154,Dorothy Gonzalez,65,82,6216942
1155,Robert Lecy,37,299,4467225
1156,Jason Gillespie,85,469,5911633
1157,Billie Kline,30,49,6191082
1158,Jean Wheelock,47,239,8318972
1159,Bernice Estes,34,363,988158
1160,Angela Huffman,53,245,4191706
1161,Edwin Hummel,88,128,5809331
1162,Ashley Dicken,100,459,8416860
1163,Jessica Lawson,78,419,1771289
1164,Gary Freeman,37,435,2945670
1165,Joanne Gaytan,92,244,5807247
1166,Bill Cousin,95,80,8053539
1167,Tammy Handley,65,373,9566965
1168,Lola Mason,30,145,3961631
1169,Susan Lafond,18,268,6586668
1170,Deborah Akers,76,177,7714985
1171,Kevin Ralston,68,361,7082614
1172,David Hibbard,37,84,2117808
1173,Bernice Mason,93,452,304638
1174,Tatyana Casey,92,492,9081181
1175,Maricela Rice,39,309,3682661
1176,Juanita Aguiar,95,197,1267962
1177,Tracy Mcdowell,61,486,8316982
1178,Anthony Derossett,19,21,2659632
1179,Henry Moseley,78,318,3686637
1180,Sheila Harper,38,228,8536670
1181,Juan Johnson,73,28,6105576
1182,Ella Seiwell,100,23,4924513
1183,Joseph Mazza,98,77,8830616
1184,Alan Maddy,40,419,7097734
1185,Sabrina Young,70,239,6926008
1186,Jenna Boone,18,73,6789463
1187,Patricia Krauss,47,39,8772104
1188,Ryan Boyce,95,121,5080651
1189,Troy Smith,50,137,8249584
1190,Ashley Richards,21,86,3706299
1191,Roger Thomas,56,165,8789722
1192,John Washington,45,296,602785
1193,Antonio Wheeler,97,354,8682136
1194,David Hinson,27,396,4355217
1195,Vernice Alvarez,97,183,8342101
1196,Barry Ozley,53,4,3244170
1197,Evan Booth,100,140,5008497
1198,Ginger Farrey,22,260,6467867
1199,Lanita Spirko,48,327,9381404
1200,Jennifer Bras,53,433,2112442
1201,Mildred Mueller,47,284,1567384
1202,James Weingarten,71,231,5612324
1203,Hettie Bakerville,51,457,6789373
1204,Kevin Bouchard,74,27,6924310
1205,Gwendolyn Franco,54,274,8174239
1206,Stephen Carrington,54,243,8213444
1207,Howard Olm,51,310,5070067
1208,Troy Woolwine,61,423,2831124
1209,Barbara Hoyle,88,468,9458145
1210,Linda Kadis,73,309,9447169
1211,Yan Noel,91,337,2361245
1212,William Ritter,83,120,4673370
1213,John Sacco,82,476,3668473
1214,Joanne Martinez,33,368,4619766
1215,Alicia Bledsoe,96,336,7958277
1216,Bernard Rego,75,481,4409904
1217,Tu Pemberton,19,135,2856072
1218,Carolyn Bilger,98,443,2425873
1219,Mary Medina,34,307,1317664
1220,Richard Hutto,60,12,3307493
1221,John Branson,89,226,2713582
1222,Marie Weller,87,172,5437210
1223,Kenneth Fitzpatrick,20,215,6489309
1224,Rhoda Waterman,62,301,7409563
1225,Cynthia White,24,261,1792176
1226,Jenny Henderson,33,36,2095479
1227,Judy Smith,95,14,8084020
1228,Gary Gonzalez,54,343,2225370
1229,Jan Cook,72,46,4155892
1230,Georgia Stanley,77,495,7884035
1231,John Swenson,37,274,4343644
1232,Olivia Berti,64,449,255876
1233,Wanda Oliver,23,345,2921291
1234,Teresa Panzarino,94,105,6023554
1235,Henry Gale,50,303,533087
1236,Ernestine Baez,55,494,6383268
1237,Brandon Salazar,95,230,3057320
1238,Angela Kossman,40,141,7078346
1239,Marilyn Kirkland,29,137,5348394
1240,Ronald Rivera,36,186,7676859
1241,Michael Lee,22,132,7733186
1242,John Pierce,39,140,7771786
1243,Chad Cart,21,323,150698
1244,Robin Crittenden,67,484,7689003
1245,Nelson Edwards,78,350,3809293
1246,Hugh Hendricks,95,413,9310455
1247,Allene Hamilton,64,491,3957043
1248,Ricky Filthaut,83,124,3981711
1249,Matthew Leiby,90,76,8056771
1250,Guy Cooper,67,237,1424515
1251,Erica Peeler,48,331,2000750
1252,Jeff Michael,68,114,6048993
1253,Diana Blaylock,99,256,7460334
1254,Luella Lemanski,28,185,5956682
1255,Thomas Gill,69,26,3092634
1256,Audra Black,99,172,3433509
1257,Sharon Gonzalis,97,246,6720322
1258,Terry Hookano,85,159,7883865
1259,Lesley Gill,73,407,2624599
1260,Michael Baker,29,371,6616030
1261,Kimi Bellah,94,112,3353166
1262,Mark Joseph,86,250,8729274
1263,Veronica Ratermann,87,351,945093
1264,Mary Williams,76,287,6974558
1265,Sally Ginther,60,180,4382291
1266,Howard Belt,58,157,2391883
1267,Charles Cook,86,411,2602048
1268,Aaron Smith,53,101,2261482
1269,Lillian Mccallister,88,424,3302461
1270,Angela Dillow,20,65,8748956
1271,Rebecca Mcguire,24,192,9405149
1272,Christopher Miller,87,173,2971226
1273,Shawn Wilson,32,144,6063666
1274,Joseph Mathis,38,439,3734798
1275,Ilana Hubertus,67,162,8683865
1276,Francis Irvin,78,206,6010571
1277,Jose Reposa,30,262,4986518
1278,Randall Dudley,50,66,2314452
1279,Kathryn Shapiro,46,453,7977315
1280,Adrian Elam,41,9,5462863
1281,Nick Adams,42,453,7688535
1282,Zachary Roche,64,225,3354829
1283,Samuel Larkin,48,211,2281967
1284,Robert Skalicky,61,376,2012731
1285,Michael Schinkel,62,113,6377831
1286,Mark Pringle,78,31,13960
1287,Linda Rand,54,453,1884828
1288,Jamie Leib,69,170,1226319
1289,Michael Vo,45,250,5102267
1290,Mary Yale,48,311,6800510
1291,Alfredo Jenkins,86,166,5577759
1292,Robert Mitchell,49,160,7353958
1293,Patrick Scott,22,80,7719511
1294,James Hite,28,10,8528775
1295,Sherman Rokusek,94,287,8818220
1296,James Gilkerson,19,48,2841965
1297,Kathy Romero,66,134,6074101
1298,June Gonzales,29,247,7325066
1299,Colleen Cota,99,53,2404333
1300,Leonard Hodgson,63,474,2600640
1301,Daniel Ellingson,18,453,180437
1302,Dennis Exum,41,210,6768801
1303,Daniel Maes,94,112,9619176
1304,Ryan Slaughter,41,462,7792561
1305,Bethany Dryden,19,382,7152177
1306,Thomas Cushman,28,310,6311533
1307,Karen Krumm,42,384,975410
1308,Joan Duncan,55,154,943142
1309,Julio Starr,80,237,1071421
1310,Brenda Dunmire,88,444,7892990
1311,Ruth Haney,65,158,4311713
1312,Glen Meyer,39,2,2851304
1313,Andrew Blackwell,89,327,9579807
1314,Annie Grant,97,266,1229447
1315,Manuel Kay,32,466,1694007
1316,Sarah Mayfield,85,60,5268029
1317,Gertude Mead,90,472,6411334
1318,Carol Foster,67,340,6379279
1319,Luis Gee,72,392,84644
1320,Jessica Munder,85,386,8707820
1321,Dale Newkirk,87,484,7541332
1322,Stephen Goodman,23,401,1208804
1323,Judy Breaux,95,125,6662234
1324,Kenneth Roberts,51,76,7078649
1325,Judith Anderson,66,405,2555462
1326,Marcia Chang,31,321,2351716
1327,Robin Olsen,59,401,9086803
1328,Donald Kincade,21,213,6453843
1329,George Nelms,44,102,2898715
